,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
752,761,aquaman,2,16,6,19
753,762,star wars: episode iii - revenge of the sith,2,16,6,19
754,763,f9,2,5,9,263
755,764,the lost world: jurassic park,2,16,1,5
756,765,zack snyder's justice league,2,16,6,19
757,766,never say never again,2,16,9,52
758,767,oldeuboi,2,8,10,141
759,768,ghostbusters,2,6,6,55
760,769,sicario,2,5,8,269
761,770,jack reacher,2,10,9,78
762,771,1917,2,8,7,133
763,772,spider-man: into the spider-verse,0,4,17,12
764,773,watchmen,2,8,10,141
765,774,batman begins,2,5,8,269
766,775,thief,2,5,8,269
767,776,mission: impossible,2,16,9,52
768,777,operation fortune: ruse de guerre,2,6,9,167
769,778,the tomorrow war,2,16,8,0
770,779,star trek,2,16,1,5
771,780,aliens,2,16,1,5
772,781,point break,2,5,9,263
773,782,divergent,2,16,10,103
774,783,mission: impossible - dead reckoning - part one,2,16,9,52
775,784,the lord of the rings: the two towers,2,16,8,0
776,785,dunkirk,2,8,11,85
777,786,spider-man: far from home,2,16,1,5
778,787,captain america: the first avenger,2,16,1,5
779,788,kingsman: the secret service,2,16,5,18
780,789,birds of prey and the fantabulous emancipation of one harley quinn,2,16,5,18
781,790,deadpool 2,2,16,5,18
782,791,rogue one,2,16,1,5
783,792,the amazing spider-man,2,16,1,5
784,793,dune: part two,2,16,8,0
785,794,lone survivor,2,3,8,259
786,795,final score,2,8,9,22
787,796,avengers: age of ultron,2,16,1,5
788,797,el camino: a breaking bad movie,2,5,8,269
789,798,the fifth element,2,16,1,5
790,799,transformers,2,16,1,5
791,800,baby driver,2,5,8,269
792,801,wild card,2,5,8,269
793,802,the world's end,2,6,1,122
794,803,star wars: episode vi - return of the jedi,2,16,6,19
795,804,pirates of the caribbean: dead men tell no tales,2,16,6,19
796,805,samrat prithviraj,2,8,11,85
797,806,westworld,2,1,9,23
798,807,the empire strikes back,2,16,6,19
799,808,casino royale,2,16,9,52
800,809,shazam! fury of the gods,2,16,5,18
801,810,sonic the hedgehog,2,16,5,18
802,811,pearl harbor,2,8,11,85
803,812,godzilla vs. kong,2,1,9,23
804,813,the revenant,2,16,8,0
805,814,star wars: episode vii - the force awakens,2,16,1,5
806,815,captain america: civil war,2,16,1,5
807,816,logan,2,8,1,11
808,817,bonnie and clyde,2,3,4,75
809,818,speed,2,16,9,52
810,819,fantastic four,2,16,1,5
811,820,kill bill: vol. 1,2,5,8,269
812,821,star wars: episode ii - attack of the clones,2,16,6,19
813,822,mr. &amp; mrs. smith,2,6,4,283
814,823,big trouble in little china,2,16,5,18
815,824,edge of tomorrow,2,16,1,5
816,825,armageddon,2,16,1,5
817,826,ready player one,2,16,1,5
818,827,starship troopers,2,16,1,5
819,828,natural born killers,2,5,8,269
820,829,tuff turf,2,6,8,135
821,830,les valseuses,2,6,4,283
822,831,red sparrow,2,8,9,22
823,832,the flash,2,16,6,19
824,833,ant-man and the wasp: quantumania,2,16,5,18
825,834,collateral,2,5,8,269
826,835,the fugitive,2,5,8,269
827,836,dune,2,16,1,5
828,837,the heat,2,6,4,283
829,838,big hero 6,0,4,17,12
830,839,get smart,2,16,5,18
831,840,x-men,2,16,1,5
832,841,rush,2,3,8,259
833,842,jungle cruise,2,16,5,18
834,843,star wars: episode viii - the last jedi,2,16,6,19
835,844,black hawk down,2,8,11,85
836,845,the amazing spider-man 2,2,16,1,5
837,846,solo: a star wars story,2,16,1,5
838,847,justice league,2,16,6,19
839,848,the mask,2,6,4,283
840,849,venom,2,16,1,5
841,850,fast x,2,5,10,149
842,851,wonder woman 1984,2,16,6,19
843,852,reign of fire,2,16,6,19
844,853,oblivion,2,16,1,5
845,854,the last castle,2,8,9,22
846,855,the incredibles,0,4,17,12
847,856,wonder woman,2,16,6,19
848,857,wrong place,2,5,9,263
849,858,alita: battle angel,2,16,1,5
850,859,the equalizer,2,5,9,263
851,860,spectre,2,16,9,52
852,861,anek,2,8,9,22
853,862,ant-man,2,16,5,18
854,863,spider-man 3,2,16,1,5
855,864,robocop,2,5,1,34
856,865,captain america: the winter soldier,2,16,1,5
857,866,apocalypto,2,16,8,0
858,867,snowpiercer,2,1,9,23
859,868,rise of the footsoldier: origins,2,5,8,269
860,869,kira &amp; el gin,2,8,11,85
861,870,willow,2,16,8,0
862,871,tropic thunder,2,6,7,233
863,872,pirates of the caribbean: dead man's chest,2,16,6,19
864,873,iron man three,2,16,1,5
865,874,jumanji: the next level,2,16,5,18
866,875,mission: impossible - ghost protocol,2,16,9,52
867,876,the fighter,2,3,8,259
868,877,aquaman and the lost kingdom,2,16,6,19
869,878,baywatch,2,6,4,283
870,879,clash of the titans,2,16,15,83
871,880,the hunger games: the ballad of songbirds and snakes,2,16,8,0
872,881,jurassic park iii,2,16,1,5
873,882,shika no ou,0,4,17,12
874,883,terminator: dark fate,2,16,1,5
875,884,twister,2,16,9,52
876,885,underworld,2,7,9,128
877,886,red dawn,2,8,9,22
878,887,iron man 2,2,16,1,5
879,888,v for vendetta,2,8,1,11
880,889,the karate kid,2,8,15,163
881,890,man of steel,2,16,1,5
882,891,mission: impossible ii,2,16,9,52
883,892,scott pilgrim vs. the world,2,6,6,55
884,893,game night,2,16,5,18
885,894,k.g.f: chapter 2,2,5,8,269
886,895,secret headquarters,2,16,5,18
887,896,beverly hills cop,2,6,4,283
888,897,army of thieves,2,6,4,283
889,898,the magnificent seven,2,16,0,326
890,899,infinite,2,1,9,23
891,900,x-men: apocalypse,2,16,1,5
892,901,the incredible hulk,2,16,1,5
893,902,kong: skull island,2,16,6,19
894,903,ant-man and the wasp,2,16,5,18
895,904,transformers: rise of the beasts,2,16,1,5
896,905,mad max,2,16,1,5
897,906,power rangers,2,16,6,19
898,907,the harder they fall,2,8,0,177
899,908,mission: impossible - rogue nation,2,16,9,52
900,909,hancock,2,8,6,66
901,910,john wick: chapter 3 - parabellum,2,5,9,263
902,911,pirates of the caribbean: on stranger tides,2,16,6,19
903,912,oldboy,2,8,10,141
904,913,x-men: days of future past,2,16,1,5
905,914,american sniper,2,3,8,259
906,915,jumanji: welcome to the jungle,2,16,5,18
907,916,batman returns,2,5,6,155
908,917,shazam!,2,16,5,18
909,918,batgirl,2,16,4,91
910,919,spider-man 2,2,16,1,5
911,920,allied,2,8,16,490
912,921,13 hours,2,8,11,85
913,922,kingsman: the golden circle,2,16,5,18
914,923,tomb raider,2,16,6,19
915,924,war of the worlds,2,16,1,5
916,925,fury,2,8,7,133
917,926,dredd,2,5,1,34
918,927,john carter,2,16,1,5
919,928,commando,2,16,9,52
920,929,den of thieves,2,5,8,269
921,930,21 jump street,2,6,4,283
922,931,strange world,0,4,17,12
923,932,raya and the last dragon,0,4,17,12
924,933,skyfall,2,16,9,52
925,934,the fast and the furious,2,16,4,91
926,935,the longest day,2,8,11,85
927,936,kingdom of heaven,2,16,8,0
928,937,a knight's tale,2,16,16,187
929,938,2012,2,16,1,5
930,939,sherlock holmes,2,16,10,103
931,940,mission: impossible iii,2,16,9,52
932,941,valerian and the city of a thousand planets,2,16,6,19
933,942,in time,2,1,9,23
934,943,tron,2,16,1,5
935,945,the hunger games: catching fire,2,16,8,0
936,946,hot fuzz,2,6,10,223
937,947,pirates of the caribbean: at world's end,2,16,6,19
938,948,men in black,2,16,5,18
939,949,dungeons &amp; dragons: honor among thieves,2,16,6,19
940,950,independence day: resurgence,2,16,1,5
941,951,the maze runner,2,10,1,74
942,952,godzilla: king of the monsters,2,16,6,19
943,953,sky high,2,6,15,250
944,954,the dirty dozen,2,16,7,197
945,955,madame web,2,16,1,5
946,956,the predator,2,16,1,5
947,957,x: first class,2,16,1,5
948,958,enola holmes 2,2,16,4,91
949,959,harry potter and the order of the phoenix,2,16,15,83
950,960,superman,2,16,1,5
951,961,total recall,2,16,1,5
952,962,masters of the universe,2,16,6,19
953,963,mortal kombat,2,16,6,19
954,964,silverado,2,5,8,269
955,965,in the heart of the sea,2,16,3,151
956,966,charlie's angels,2,16,5,18
957,967,john wick: chapter 2,2,5,9,263
958,968,kaithi,2,5,9,263
959,969,kung fu panda,0,4,17,12
960,970,the last of the mohicans,2,16,8,0
961,971,"lock, stock and two smoking barrels",2,6,4,283
962,972,public enemies,2,3,4,75
963,973,furiosa,2,16,1,5
964,974,true lies,2,6,9,167
965,975,upgrade,2,1,9,23
966,976,the rock,2,16,9,52
967,977,only the brave,2,3,8,259
968,978,teenage mutant ninja turtles,2,16,5,18
969,979,sucker punch,2,16,6,19
970,980,star trek beyond,2,16,1,5
971,981,the italian job,2,5,9,263
972,982,kick-ass,2,6,4,283
973,983,the man from u.n.c.l.e.,2,16,5,18
974,985,robin hood: prince of thieves,2,16,8,0
975,986,conan the barbarian,2,16,6,19
976,987,harry potter and the half-blood prince,2,16,15,83
977,988,the legend of tarzan,2,16,8,0
978,989,the punisher,2,5,8,269
979,990,layer cake,2,5,8,269
980,991,hitman's wife's bodyguard,2,6,4,283
981,992,austin powers in goldmember,2,16,5,18
982,994,love and monsters,2,16,5,18
983,995,austin powers: the spy who shagged me,2,16,5,18
984,996,the nice guys,2,6,4,283
985,997,bastille day,2,5,8,269
986,998,snake eyes: g.i. joe origins,2,16,4,91
987,999,batman v superman: dawn of justice,2,16,1,5
988,1000,rollerball,2,1,13,100
989,1001,sherlock holmes: a game of shadows,2,16,10,103
990,1002,king arthur: legend of the sword,2,16,8,0
991,1003,national treasure,2,16,10,103
992,1004,how to train your dragon,0,4,17,12
993,1005,training day,2,5,8,269
994,1006,the warriors,2,5,9,263
995,1007,taken,2,5,9,263
996,1008,predestination,2,8,1,11
997,1009,need for speed,2,5,9,263
998,1010,waterworld,2,16,1,5
999,1011,geostorm,2,1,9,23
1000,1012,transformers: the last knight,2,16,1,5
1001,1013,3:10 to yuma,2,5,8,269
1002,1014,pacific rim,2,16,1,5
1003,1015,the bourne identity,2,10,9,78
1004,1016,shooter,2,8,9,22
1005,1017,the mummy returns,2,16,6,19
1006,1018,terminator genisys,2,16,1,5
1007,1019,fast &amp; furious,2,5,9,263
1008,1020,battleship,2,16,1,5
1009,1021,first blood,2,16,9,52
1010,1022,i am legend,2,8,1,11
1011,1023,sicario: day of the soldado,2,16,4,91
1012,1024,incredibles 2,0,4,17,12
1013,1025,immortals,2,8,6,66
1014,1026,bad boys for life,2,6,4,283
1015,1027,midway,2,8,11,85
1016,1028,fast &amp; furious presents: hobbs &amp; shaw,2,16,9,52
1017,1029,ghost rider,2,7,9,128
1018,1030,face/off,2,5,1,34
1019,1031,into the blue,2,16,4,91
1020,1032,van helsing,2,16,6,19
1021,1033,man on fire,2,5,8,269
1022,1034,napoleon,2,3,8,259
1023,1035,the count of monte cristo,2,16,8,0
1024,1036,blasted,2,6,1,122
1025,1037,mulan,2,16,8,0
1026,1038,mortal engines,2,16,6,19
1027,1039,the expendables,2,16,9,52
1028,1040,dr. no,2,16,9,52
1029,1041,quantum of solace,2,16,9,52
1030,1042,escape from new york,2,16,1,5
1031,1043,okja,2,16,8,0
1032,1044,the chronicles of riddick,2,16,1,5
1033,1045,green lantern,2,16,1,5
1034,1046,children of men,2,8,1,11
1035,1047,mad max 2,2,16,1,5
1036,1048,x-men: the last stand,2,16,1,5
1037,1049,the patriot,2,8,11,85
1038,1050,chaos walking,2,16,6,19
1039,1051,hit the first case,2,5,8,269
1040,1052,kindergarten cop,2,6,4,283
1041,1053,the hitman's bodyguard,2,6,4,283
1042,1054,lucy,2,1,9,23
1043,1055,con air,2,5,9,263
1044,1056,men in black: international,2,16,5,18
1045,1057,kate,2,16,4,91
1046,1058,the mask of zorro,2,16,5,18
1047,1059,homefront,2,5,9,263
1048,1060,the expendables 3,2,16,9,52
1049,1061,looper,2,8,1,11
1050,1062,hercules,2,16,6,19
1051,1063,murder mystery,2,6,4,283
1052,1064,rambo: last blood,2,5,9,263
1053,1065,goldeneye,2,16,9,52
1054,1066,the other guys,2,6,4,283
1055,1067,gravity,2,8,1,11
1056,1068,dora and the lost city of gold,2,16,5,18
1057,1069,the guardian,2,16,8,0
1058,1070,jack reacher: never go back,2,5,8,269
1059,1071,the time machine,2,16,1,5
1060,1072,spy kids,2,16,5,18
1061,1073,red,2,6,4,283
1062,1074,nude nuns with big guns,2,6,9,167
1063,1075,the outpost,2,8,11,85
1064,1076,warcraft,2,16,6,19
1065,1077,way down,2,16,9,52
1066,1078,ocean's eight,2,6,4,283
1067,1079,brahmastra part one: shiva,2,16,6,19
1068,1080,dark phoenix,2,16,1,5
1069,1082,what happened to monday,2,5,6,155
1070,1084,the day after tomorrow,2,16,1,5
1071,1085,stargate,2,16,1,5
1072,1086,star trek into darkness,2,16,1,5
1073,1087,central intelligence,2,6,4,283
1074,1088,planet of the apes,2,16,1,5
1075,1089,rampage,2,16,1,5
1076,1090,kraven the hunter,2,16,1,5
1077,1091,spider-man: across the spider-verse,0,4,17,12
1078,1092,alphas,2,8,9,22
1079,1093,monster hunter,2,16,6,19
1080,1094,robin hood,2,16,8,0
1081,1095,on her majesty's secret service,2,16,9,52
1082,1096,men in black 3,2,16,5,18
1083,1097,highlander,2,16,6,19
1084,1098,transformers: dark of the moon,2,16,1,5
1085,1099,falling down,2,5,8,269
1086,1100,super 8,2,10,1,74
1087,1101,the king's daughter,2,16,15,83
1088,1102,kill bill: vol. 2,2,5,9,263
1089,1103,knight and day,2,16,5,18
1090,1104,rush hour,2,6,4,283
1091,1105,the blues brothers,2,16,5,18
1092,1106,snow white and the huntsman,2,16,8,0
1093,1107,the running man,2,1,9,23
1094,1108,unbroken,2,3,8,259
1095,1109,fast &amp; furious 7,2,5,9,263
1096,1110,miss congeniality 2: armed &amp; fabulous,2,6,4,283
1097,1111,jay and silent bob reboot,2,16,5,18
1098,1112,the fast and the furious: tokyo drift,2,16,4,91
1099,1113,gods of egypt,2,16,6,19
1100,1114,deadpool 3,2,6,1,122
1101,1115,joy ride,2,10,9,78
1102,1116,creed,2,8,13,146
1103,1117,captain phillips,2,3,4,75
1104,1118,borderlands,2,16,5,18
1105,1119,the marksman,2,16,8,0
1106,1120,southpaw,2,5,8,269
1107,1121,wo hu cang long,2,16,8,0
1108,1122,lara croft: tomb raider,2,16,6,19
1109,1123,outlaw king,2,3,8,259
1110,1124,greyhound,2,8,11,85
1111,1125,tomorrow never dies,2,16,9,52
1112,1126,the hunt for red october,2,16,9,52
1113,1127,the lone ranger,2,16,0,326
1114,1128,savages,2,5,8,269
1115,1129,the prey: legend of karnoctus,2,1,9,23
1116,1130,x2,2,1,9,23
1117,1131,serenity,2,16,1,5
1118,1132,the bourne legacy,2,16,9,52
1119,1133,brawl in cell block 99,2,5,8,269
1120,1134,deep blue sea,2,16,1,5
1121,1135,quaid-e-azam zindabad,2,6,8,135
1122,1136,octopussy,2,16,9,52
1123,1137,miss congeniality,2,6,4,283
1124,1138,district 9,2,1,9,23
1125,1139,atlantis: the lost empire,0,4,17,12
1126,1140,logan lucky,2,6,4,283
1127,1141,bumblebee,2,16,1,5
1128,1142,godzilla,2,16,1,5
1129,1143,sherlock holmes 3,2,16,10,103
1130,1144,wyatt earp,2,16,3,151
1131,1145,master and commander: the far side of the world,2,16,8,0
1132,1146,non-stop,2,10,9,78
1133,1147,law abiding citizen,2,5,8,269
1134,1148,tomorrowland,2,16,15,83
1135,1149,terminator salvation,2,16,1,5
1136,1150,logan's run,2,16,1,5
1137,1151,the bourne supremacy,2,10,9,78
1138,1152,pineapple express,2,6,4,283
1139,1153,pokémon: detective pikachu,2,16,5,18
1140,1154,men in black ii,2,16,5,18
1141,1155,days of thunder,2,8,13,146
1142,1156,diamonds are forever,2,16,9,52
1143,1157,how to train your dragon: the hidden world,0,4,17,12
1144,1158,for your eyes only,2,16,9,52
1145,1159,lethal weapon,2,5,9,263
1146,1160,smokin' aces,2,6,4,283
1147,1161,g.i. joe: the rise of cobra,2,16,1,5
1148,1162,the last airbender,2,16,15,83
1149,1163,small soldiers,2,16,5,18
1150,1164,ender's game,2,16,1,5
1151,1165,transformers: age of extinction,2,16,1,5
1152,1166,the ridiculous 6,2,16,5,18
1153,1167,ronin,2,5,9,263
1154,1168,source code,2,8,10,141
1155,1169,equilibrium,2,8,1,11
1156,1170,north by northwest,2,16,10,103
1157,1171,the spy who loved me,2,16,9,52
1158,1172,the book of eli,2,16,8,0
1159,1173,midnight in the switchgrass,2,5,9,263
1160,1174,pain &amp; gain,2,6,4,283
1161,1175,death race,2,1,9,23
1162,1176,the school for good and evil,2,8,6,66
1163,1177,serbuan maut,2,5,9,263
1164,1178,real steel,2,8,1,11
1165,1179,romancing the stone,2,16,5,18
1166,1180,insurgent,2,16,1,5
1167,1181,megamind,0,4,5,21
1168,1182,inferno,2,16,4,91
1169,1183,jack ryan: shadow recruit,2,8,9,22
1170,1184,ava,2,8,9,22
1171,1185,gekijouban jujutsu kaisen 0,0,4,6,84
1172,1186,dick tracy,2,6,4,283
1173,1187,hit,2,5,8,269
1174,1188,the last starfighter,2,16,1,5
1175,1189,the wild bunch,2,16,0,326
1176,1191,the silencing,2,5,10,149
1177,1192,the fate of the furious,2,5,9,263
1178,1193,elysium,2,8,1,11
1179,1194,the guest,2,10,9,78
1180,1195,dirty harry,2,5,9,263
1181,1196,rango,0,4,17,12
1182,1197,eraser,2,5,9,263
1183,1198,kung fu panda 3,0,4,17,12
1184,1199,riddick,2,16,1,5
1185,1200,kick-ass 2,2,6,4,283
1186,1201,a day to die,2,5,8,269
1187,1202,bad boys,2,6,4,283
1188,1203,war for the planet of the apes,2,16,8,0
1189,1204,jumper,2,16,1,5
1190,1205,the league of extraordinary gentlemen,2,16,6,19
1191,1206,air force one,2,8,9,22
1192,1207,the rocketeer,2,16,15,83
1193,1208,the twilight saga: eclipse,2,16,8,0
1194,1209,sin city: a dame to kill for,2,5,9,263
1195,1210,the bodyguard,2,8,12,306
1196,1211,gone in sixty seconds,2,5,9,263
1197,1212,forsaken,2,8,0,177
1198,1213,manyeo,2,10,1,74
1199,1214,rambo: first blood part ii,2,16,9,52
1200,1215,those who wish me dead,2,8,9,22
1201,1216,predators,2,16,1,5
1202,1217,the expendables 2,2,16,9,52
1203,1218,spenser confidential,2,6,8,135
1204,1219,san andreas,2,16,9,52
1205,1220,pixels,2,6,6,55
1206,1221,u.s. marshals,2,5,9,263
1207,1222,king arthur,2,16,8,0
1208,1223,deepwater horizon,2,8,11,85
1209,1224,13 minutes,2,8,9,22
1210,1225,svart krabba,2,16,8,0
1211,1226,the quick and the dead,2,15,9,290
1212,1227,over the top,2,8,13,146
1213,1228,furious 6,2,16,4,91
1214,1229,the lego movie,0,4,17,12
1215,1230,the world is not enough,2,16,9,52
1216,1231,deep impact,2,8,1,11
1217,1232,without remorse,2,9,7,284
1218,1233,beverly hills cop ii,2,6,4,283
1219,1234,licence to kill,2,16,9,52
1220,1235,the hunger games: mockingjay - part 2,2,16,1,5
1221,1236,akira,0,4,8,50
1222,1237,the equalizer 2,2,5,9,263
1223,1238,rocknrolla,2,5,9,263
1224,1239,allegiant,2,16,10,103
1225,1240,goldfinger,2,16,9,52
1226,1241,krull,2,16,6,19
1227,1242,rambo,2,16,9,52
1228,1243,hotel mumbai,2,8,11,85
1229,1244,we can be heroes,2,6,8,135
1230,1245,bronson,2,3,4,75
1231,1246,live and let die,2,16,9,52
1232,1247,fallen,2,5,8,269
1233,1248,die another day,2,16,9,52
1234,1249,g.i. joe: retaliation,2,16,1,5
1235,1250,boss level,2,16,5,18
1236,1251,rat race,2,16,5,18
1237,1252,"i, robot",2,10,1,74
1238,1253,fast five,2,5,9,263
1239,1254,a view to a kill,2,16,9,52
1240,1255,assassin's creed,2,16,1,5
1241,1256,noah,2,16,8,0
1242,1257,bloodsport,2,3,8,259
1243,1258,peter pan &amp; wendy,2,16,5,18
1244,1259,2 fast 2 furious,2,16,4,91
1245,1260,ghost in the shell,2,5,8,269
1246,1261,retfærdighedens ryttere,2,6,8,135
1247,1262,superman returns,2,16,1,5
1248,1263,outlander,2,16,1,5
1249,1264,poseidon,2,16,9,52
1250,1265,the hunger games: mockingjay - part 1,2,16,1,5
1251,1266,flash gordon,2,16,1,5
1252,1267,contraband,2,5,8,269
1253,1268,munich,2,8,11,85
1254,1269,the island,2,1,9,23
1255,1270,attack,2,1,9,23
1256,1271,thunderball,2,16,9,52
1257,1272,dawn of the planet of the apes,2,16,8,0
1258,1273,rise of the planet of the apes,2,8,1,11
1259,1274,everest,2,16,3,151
1260,1275,adrift,2,16,3,151
1261,1276,die in a gunfight,2,6,4,283
1262,1277,friday night lights,2,8,13,146
1263,1278,now you see me 2,2,16,5,18
1264,1279,teenage mutant ninja turtles: out of the shadows,2,16,5,18
1265,1280,national treasure: book of secrets,2,16,10,103
1266,1281,the perfect storm,2,16,8,0
1267,1282,triple 9,2,5,9,263
1268,1283,alexander,2,3,8,259
1269,1284,ghosted,2,16,16,187
1270,1285,the big bird cage,2,5,8,269
1271,1286,awake,2,16,8,0
1272,1287,sahara,2,16,5,18
1273,1288,smokey and the bandit,2,16,5,18
1274,1289,demolition man,2,1,9,23
1275,1290,red sonja,2,16,6,19
1276,1291,the transporter,2,5,9,263
1277,1292,maze runner: the death cure,2,16,1,5
1278,1293,underworld: evolution,2,7,9,128
1279,1294,fool's gold,2,16,5,18
1280,1295,maverick,2,16,5,18
1281,1296,lilo &amp; stitch,2,16,5,18
1282,1297,batman v superman: dawn of justice ultimate edition,2,16,1,5
1283,1298,jolt,2,6,4,283
1284,1299,a history of violence,2,5,8,269
1285,1300,journey 2: the mysterious island,2,16,5,18
1286,1301,per un pugno di dollari,2,8,0,177
1287,1302,end of watch,2,16,4,91
1288,1303,the bourne ultimatum,2,10,9,78
1289,1304,wargames,2,8,1,11
1290,1305,chappie,2,5,8,269
1291,1306,swordfish,2,5,9,263
1292,1307,dragonball evolution,2,16,6,19
1293,1308,the three musketeers,2,16,5,18
1294,1309,transformers: revenge of the fallen,2,16,1,5
1295,1310,the a-team,2,16,9,52
1296,1311,kung fu,2,6,6,55
1297,1312,kung fu panda 2,0,4,17,12
1298,1313,prince of persia: the sands of time,2,16,6,19
1299,1314,angels &amp; demons,2,10,9,78
1300,1315,exodus: gods and kings,2,16,8,0
1301,1316,last action hero,2,16,5,18
1302,1317,hanna,2,16,8,0
1303,1318,g.i. jane,2,8,7,133
1304,1319,escape from l.a.,2,16,1,5
1305,1320,news of the world,2,16,8,0
1306,1321,the guardians of the galaxy holiday special,2,16,5,18
1307,1322,george of the jungle,2,16,5,18
1308,1323,three kings,2,16,5,18
1309,1324,the sum of all fears,2,8,9,22
1310,1325,xxx,2,16,9,52
1311,1326,home alone 3,2,6,4,283
1312,1327,die hard: with a vengeance,2,16,9,52
1313,1328,wicked - part one,2,16,15,83
1314,1329,you only live twice,2,16,9,52
1315,1330,the lego batman movie,0,4,17,12
1316,1331,the do-over,2,16,5,18
1317,1332,out of the furnace,2,5,8,269
1318,1333,cutthroat island,2,16,5,18
1319,1334,how to train your dragon 2,0,4,17,12
1320,1335,underworld: rise of the lycans,2,7,9,128
1321,1336,street fighter,2,16,5,18
1322,1337,the old guard 2,2,16,6,19
1323,1338,47 ronin,2,8,6,66
1324,1339,death wish,2,5,8,269
1325,1340,kaduva,2,8,9,22
1326,1341,streets of fire,2,5,8,269
1327,1342,the huntsman: winter's war,2,16,8,0
1328,1343,cliffhanger,2,16,9,52
1329,1344,sand castle,2,8,7,133
1330,1345,we were soldiers,2,8,11,85
1331,1346,crocodile dundee,2,16,5,18
1332,1347,from russia with love,2,16,9,52
1333,1348,it's a mad mad mad mad world,2,16,5,18
1334,1349,tides,2,16,1,5
1335,1350,miami vice,2,16,4,91
1336,1351,angry birds,0,4,17,12
1337,1352,journey to the center of the earth,2,16,15,83
1338,1353,pan,2,16,5,18
1339,1354,project power,2,5,1,34
1340,1355,push,2,1,9,23
1341,1356,snakes on a plane,2,16,4,91
1342,1357,desperado,2,5,9,263
1343,1358,captain america 4,2,16,1,5
1344,1359,wild wild west,2,6,1,122
1345,1360,enemy at the gates,2,8,7,133
1346,1361,chronicle,2,8,1,11
1347,1362,domino,2,3,4,75
1348,1363,vikram vedha,2,5,8,269
1349,1364,pacific rim: uprising,2,16,1,5
1350,1365,bloodshot,2,16,1,5
1351,1366,conan the destroyer,2,16,6,19
1352,1367,the living daylights,2,16,9,52
1353,1368,innerspace,2,16,5,18
1354,1369,devotion,2,8,7,133
1355,1370,never back down,2,8,13,146
1356,1371,akinjeon,2,5,9,263
1357,1372,the chronicles of narnia: prince caspian,2,16,15,83
1358,1373,white house down,2,8,9,22
1359,1374,blue beetle,2,16,1,5
1360,1375,deja vu,2,5,1,34
1361,1376,the cannonball run,2,6,13,209
1362,1377,the ice road,2,16,9,52
1363,1378,colombiana,2,8,9,22
1364,1379,jupiter ascending,2,16,1,5
1365,1380,bright,2,7,9,128
1366,1381,the big doll house,2,8,9,22
1367,1382,loin du périph,2,6,4,283
1368,1383,the man with the golden gun,2,16,9,52
1369,1384,the next three days,2,5,8,269
1370,1385,moonraker,2,16,1,5
1371,1387,the french connection,2,5,8,269
1372,1388,tank girl,2,6,1,122
1373,1389,s.w.a.t.,2,16,4,91
1374,1390,super,2,6,4,283
1375,1391,the losers,2,16,5,18
1376,1392,22 jump street,2,6,4,283
1377,1393,kung fury: the movie,2,6,4,283
1378,1394,the great wall,2,16,6,19
1379,1395,the saint,2,16,16,187
1380,1396,the adventures of sharkboy and lavagirl 3-d,2,16,5,18
1381,1397,9,0,4,17,12
1382,1398,ghostbusters ii,2,6,6,55
1383,1399,ip man,2,3,8,259
1384,1400,in the line of fire,2,5,8,269
1385,1401,the interview,2,16,5,18
1386,1402,spy game,2,5,9,263
1387,1403,mighty morphin power rangers: the movie,2,16,15,83
1388,1404,star trek ii: the wrath of khan,2,16,1,5
1389,1405,superhero movie,2,6,1,122
1390,1406,the warriorr,2,5,8,269
1391,1407,knowing,2,10,1,74
1392,1408,thunder force,2,16,5,18
1393,1409,hitman,2,5,9,263
1394,1410,takers,2,5,9,263
1395,1411,mad max beyond thunderdome,2,16,1,5
1396,1412,maze runner: the scorch trials,2,16,1,5
1397,1413,shoot 'em up,2,6,9,167
1398,1414,the dark tower,2,16,6,19
1399,1415,"10,000 bc",2,16,8,0
1400,1416,against all odds,2,16,4,91
1401,1417,body of lies,2,8,9,22
1402,1418,clear and present danger,2,5,8,269
1403,1419,jungle,2,16,3,151
1404,1420,the electric state,2,16,8,0
1405,1421,midnight run,2,6,4,283
1406,1422,the life aquatic with steve zissou,2,16,5,18
1407,1423,khuda haafiz,2,5,8,269
1408,1424,the net,2,5,8,269
1409,1425,sweet girl,2,8,9,22
1410,1426,ghost rider: spirit of vengeance,2,7,9,128
1411,1427,crank,2,5,9,263
1412,1428,wild hogs,2,16,5,18
1413,1429,æon flux,2,16,1,5
1414,1430,guns akimbo,2,6,4,283
1415,1431,beverly hills cop iii,2,6,4,283
1416,1432,dante's peak,2,16,9,52
1417,1433,the iron giant,0,4,17,12
1418,1434,wolf hound,2,16,7,197
1419,1435,taxi,2,6,4,283
1420,1436,once upon a time in mexico,2,5,9,263
1421,1437,batoru rowaiaru,2,16,8,0
1422,1438,superman ii,2,16,1,5
1423,1439,clean,2,5,8,269
1424,1440,xxx: return of xander cage,2,16,9,52
1425,1441,speed 2: cruise control,2,16,4,91
1426,1442,mechanic: resurrection,2,16,4,91
1427,1443,cobra,2,5,9,263
1428,1444,howard the duck,2,16,5,18
1429,1445,grimsby,2,16,5,18
1430,1446,gangster squad,2,5,8,269
1431,1448,the man in the iron mask,2,16,8,0
1432,1449,the last dragon,2,6,8,135
1433,1450,3 days to kill,2,8,9,22
1434,1451,machete kills,2,5,9,263
1435,1452,the sea beast,0,16,5,3
1436,1453,minions: the rise of gru,0,16,5,3
1437,1454,sing 2,0,16,5,3
